C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_563.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_563.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_563.jpg,0,0,0,5.199049E-06,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_634.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_634.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_634.jpg,0,0,0,8.854486E-07,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_702.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_702.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_702.jpg,0,0,0,4.974576E-06,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_769.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_769.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_769.jpg,0,0,0,3.513974E-07,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_836.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_836.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_836.jpg,0,0,0,3.830104E-07,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_905.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_905.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_905.jpg,0,0,0,5.370981E-06,178.4144,1.683785,105.2286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_04_975.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_04_975.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_04_975.jpg,0,0.2111431,0,0.09675312,178.4138,1.683783,105.2305
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_045.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_045.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_045.jpg,-0.1,0.3846913,0,0.3564719,178.4115,1.683774,105.2368
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_114.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_114.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_114.jpg,-0.3,0.6270358,0,0.8091446,178.403,1.68373,105.2573
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_182.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_182.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_182.jpg,-0.2592509,0.7357301,0,1.365468,178.3904,1.683664,105.286
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_252.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_252.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_252.jpg,-0.02259317,0.4990723,0,1.903147,178.368,1.683521,105.3429
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_322.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_322.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_322.jpg,0,0.3568446,0,2.147527,178.3492,1.683392,105.3955
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_390.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_390.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_390.jpg,-0.15,0.5420918,0,2.493971,178.3269,1.683265,105.4551
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_459.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_459.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_459.jpg,-0.3760893,0.7800159,0,3.119312,178.287,1.6831,105.5498
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_527.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_527.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_527.jpg,-0.1937211,0.9623842,0,3.748739,178.2489,1.682967,105.6364
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_594.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_594.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_594.jpg,0,0.8565131,0,4.627191,178.1918,1.68276,105.7796
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_661.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_661.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_661.jpg,0,0.6764498,0,5.1422,178.1451,1.682579,105.9048
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_728.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_728.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_728.jpg,0,0.5413691,0,5.533241,178.0949,1.682394,106.0409
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_796.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_796.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_796.jpg,0,0.7781025,0,6.145823,178.0221,1.682162,106.2389
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_864.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_864.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_864.jpg,0,0.9584641,0,6.753001,177.9615,1.681998,106.4036
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_931.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_931.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_931.jpg,0,0.9101158,0,7.411347,177.895,1.681829,106.5848
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_05_999.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_05_999.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_05_999.jpg,-0.2,0.6624188,0,8.089431,177.7942,1.681587,106.847
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_066.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_066.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_066.jpg,-0.09841501,0.4815506,0,8.445286,177.7091,1.681404,107.0538
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_135.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_135.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_135.jpg,0,0.242424,0,8.715268,177.595,1.681188,107.3407
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_203.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_203.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_203.jpg,-0.05,0.06186672,0,8.76707,177.51,1.68106,107.5597
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_271.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_271.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_271.jpg,-0.2,0,0,8.711323,177.4225,1.680971,107.7769
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_338.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_338.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_338.jpg,-0.221208,0,0,8.623207,177.2975,1.680912,108.0601
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_406.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_406.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_406.jpg,-0.03996025,0,0,8.570815,177.2038,1.680902,108.2705
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_473.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_473.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_473.jpg,0,0.1345074,0,8.546393,177.085,1.680915,108.5519
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_540.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_540.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_540.jpg,-0.1,0.3149691,0,8.669621,176.9961,1.68093,108.7653
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_606.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_606.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_606.jpg,-0.25,0.5021778,0,8.9115,176.9008,1.680932,108.9819
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_676.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_676.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_676.jpg,-0.07871521,0.4941249,0,9.37329,176.7623,1.680894,109.2805
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_743.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_743.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_743.jpg,0,0.3157273,0,9.597883,176.6579,1.68083,109.5139
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_814.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_814.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_814.jpg,-0.15,0.07300956,0,9.693576,176.5175,1.680743,109.8302
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_884.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_884.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_884.jpg,-0.1435834,0,0,9.634943,176.4078,1.680692,110.0648
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_06_954.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_06_954.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_06_954.jpg,0,0,0,9.555619,176.2635,1.680647,110.3758
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_021.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_021.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_021.jpg,0,0.03363247,0,9.502735,176.1584,1.680635,110.6084
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_115.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_115.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_115.jpg,-0.2,0.3382483,0,9.653848,175.9801,1.68064,110.9969
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_182.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_182.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_182.jpg,-0.09689793,0.336614,0,9.863317,175.8649,1.680634,111.233
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_251.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_251.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_251.jpg,0,0.1529127,0,9.972858,175.7496,1.680612,111.4736
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_319.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_319.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_319.jpg,-0.05,0.0250612,0,9.94178,175.5983,1.680568,111.7963
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_388.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_388.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_388.jpg,-0.2,0.1970995,0,9.960258,175.4824,1.680542,112.0365
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_456.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_456.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_456.jpg,-0.02336661,0.3223469,0,10.1792,175.3208,1.680526,112.359
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_524.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_524.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_524.jpg,0,0.1401004,0,10.27488,175.2,1.680521,112.606
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_593.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_593.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_593.jpg,0,0.09040981,0,10.24645,175.0407,1.680491,112.9365
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_661.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_661.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_661.jpg,-0.15,0.2735198,0,10.32239,174.9194,1.68047,113.1844
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_729.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_729.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_729.jpg,-0.2284046,0.3188145,0,10.48888,174.7901,1.680449,113.4325
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_796.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_796.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_796.jpg,0,0.08173314,0,10.58645,174.613,1.680412,113.7664
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_864.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_864.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_864.jpg,0,0,0,10.53122,174.4836,1.680382,114.0182
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_932.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_932.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_932.jpg,-0.15,0.1359559,0,10.51045,174.354,1.680364,114.2685
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_07_999.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_07_999.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_07_999.jpg,-0.1823087,0.2726834,0,10.654,174.1715,1.68035,114.6002
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_067.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_067.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_067.jpg,-0.002749237,0.09312393,0,10.71781,174.0318,1.680337,114.8511
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_134.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_134.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_134.jpg,0,0.09003845,0,10.66788,173.8503,1.680316,115.1874
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_201.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_201.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_201.jpg,0,0.2689471,0,10.74062,173.7153,1.680306,115.4409
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_269.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_269.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_269.jpg,-0.05,0.4489284,0,10.94362,173.5787,1.680294,115.6983
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_336.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_336.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_336.jpg,-0.1658079,0.3592803,0,11.34073,173.3853,1.681054,116.0484
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_404.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_404.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_404.jpg,0,0.1894693,0,11.105,173.2361,1.681967,116.3127
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_475.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_475.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_475.jpg,-0.05,0.0558435,0,11.62519,173.0379,1.681679,116.6706
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_545.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_545.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_545.jpg,-0.2,0.2347576,0,11.46477,172.888,1.681156,116.9346
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_616.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_616.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_616.jpg,-0.3053946,0.3053946,0,11.74749,172.6725,1.68125,117.2846
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_683.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_683.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_683.jpg,-0.1264093,0.1264093,0,11.48259,172.5053,1.681146,117.545
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_754.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_754.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_754.jpg,-0.1138183,0,0,11.34183,172.285,1.681005,117.897
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_821.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_821.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_821.jpg,-0.2638183,0.01230931,0,11.65472,172.1169,1.680946,118.1594
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_888.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_888.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_888.jpg,-0.2049019,0.1008217,0,11.40168,171.945,1.680938,118.414
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_08_956.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_08_956.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_08_956.jpg,0,0,0,11.36176,171.7176,1.68094,118.7571
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_022.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_022.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_022.jpg,0,0.08979507,0,11.33746,171.5527,1.680948,119.0138
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_091.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_091.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_091.jpg,0,0.2720118,0,11.42957,171.3884,1.680962,119.2719
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_160.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_160.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_160.jpg,-0.15,0.2744095,0,11.57621,171.1655,1.680969,119.6185
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_229.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_229.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_229.jpg,-0.04464287,0.0895778,0,11.76107,170.9916,1.680955,119.8801
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_300.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_300.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_300.jpg,0,0,0,11.76449,170.7625,1.680924,120.2294
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_370.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_370.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_370.jpg,0,0.1411118,0,11.40533,170.5936,1.680905,120.4893
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_437.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_437.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_437.jpg,-0.1271971,0.3620629,0,11.65894,170.3649,1.680929,120.8382
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_504.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_504.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_504.jpg,0,0.1846613,0,11.84013,170.1894,1.680926,121.1023
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_571.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_571.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_571.jpg,0,0.006261952,0,11.94415,170.0133,1.680906,121.3692
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_639.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_639.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_639.jpg,-0.15,0.168842,0,11.82674,169.7783,1.680873,121.7224
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_708.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_708.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_708.jpg,-0.3258921,0.349,0,11.89691,169.5954,1.680863,121.9813
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_776.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_776.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_776.jpg,-0.08607329,0.2775599,0,12.13558,169.3388,1.680848,122.3283
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_844.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_844.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_844.jpg,0,0.09578036,0,12.22886,169.1468,1.68082,122.5941
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_912.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_912.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_912.jpg,-0.1,0.08561814,0,12.16991,168.9567,1.68079,122.8603
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_09_980.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_09_980.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_09_980.jpg,-0.05891089,0.3251522,0,12.16663,168.6986,1.680763,123.211
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_10_047.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_10_047.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_10_047.jpg,0,0.1469836,0,12.2528,168.504,1.680749,123.478
C:\4C16 Car\Recordings\IMG\center_2018_11_01_13_05_10_114.jpg,C:\4C16 Car\Recordings\IMG\left_2018_11_01_13_05_10_114.jpg,C:\4C16 Car\Recordings\IMG\right_2018_11_01_13_05_10_114.jpg,0,0,0,12.10131,168.2459,1.680722,123.8361
